user_id,game_name,hours,purchase,play
59945701,Company of Heroes (New Steam Version),0,1,0
59945701,Company of Heroes 2,0,1,0
59945701,Fallout New Vegas,0,1,0
59945701,Fallout New Vegas Courier's Stash,0,1,0
59945701,Fallout New Vegas Dead Money,0,1,0
59945701,Fallout New Vegas Honest Hearts,0,1,0
59945701,Killing Floor Mod Defence Alliance 2,0,1,0
59945701,Magicka,0,1,0
59945701,Natural Selection 2,0,1,0
59945701,Sanctum,0,1,0
59945701,Sanctum 2,0,1,0
59945701,Serious Sam 3 BFE,0,1,0
59945701,Skullgirls Endless Beta,0,1,0
53875128,Insurgency,72,1,1
53875128,Left 4 Dead 2,71,1,1
53875128,S.T.A.L.K.E.R. Shadow of Chernobyl,54,1,1
53875128,S.T.A.L.K.E.R. Call of Pripyat,50,1,1
53875128,Saints Row The Third,35,1,1
53875128,Far Cry 3,35,1,1
53875128,S.T.A.L.K.E.R. Clear Sky,35,1,1
53875128,Rocket League,34,1,1
53875128,Assassin's Creed II,33,1,1
53875128,Far Cry 4,32,1,1
53875128,Prototype,25,1,1
53875128,Space Pirates and Zombies,24,1,1
53875128,Dying Light,23,1,1
53875128,Just Cause 2,23,1,1
53875128,Mirror's Edge,23,1,1
53875128,Mad Max,22,1,1
53875128,Portal 2,21,1,1
53875128,Deus Ex Human Revolution,21,1,1
53875128,Middle-earth Shadow of Mordor,19.6,1,1
53875128,RUNNING WITH RIFLES,18.5,1,1
53875128,Deus Ex Human Revolution - Director's Cut,18.3,1,1
53875128,Batman Arkham City GOTY,16.9,1,1
53875128,Tropico 4,14.3,1,1
53875128,Cave Story+,13.7,1,1
53875128,Dust An Elysian Tail,13.4,1,1
53875128,F.E.A.R.,12.5,1,1
53875128,South Park The Stick of Truth,12.2,1,1
53875128,Watch_Dogs,11.2,1,1
53875128,DayZ,11,1,1
53875128,Half-Life 2,10.2,1,1
53875128,Reassembly,10.1,1,1
53875128,Sid Meier's Civilization III Complete,9.8,1,1
53875128,The Talos Principle,9.8,1,1
53875128,DiRT 3,9.7,1,1
53875128,FTL Faster Than Light,9.7,1,1
53875128,Bastion,9.6,1,1
53875128,Age of Empires II HD Edition,9,1,1
53875128,Batman Arkham Asylum GOTY Edition,8.9,1,1
53875128,Rebuild 3 Gangs of Deadsville,8.4,1,1
53875128,Recettear An Item Shop's Tale,8.3,1,1
53875128,Metro 2033,7.8,1,1
53875128,Monaco,7.6,1,1
53875128,Fallout New Vegas,7.5,1,1
53875128,Overgrowth,7.3,1,1
53875128,Ori and the Blind Forest,7,1,1
53875128,Far Cry 3 Blood Dragon,6.7,1,1
53875128,Burnout Paradise The Ultimate Box,6.6,1,1
53875128,PROTOTYPE 2,6.4,1,1
53875128,Game Dev Tycoon,6.4,1,1
53875128,Sniper Elite 3,6.2,1,1
53875128,Gratuitous Space Battles,6,1,1
53875128,Sid Meier's Civilization V,5.9,1,1
53875128,Rogue Legacy,5.7,1,1
53875128,Plague Inc Evolved,5.6,1,1
53875128,From Dust,5.6,1,1
53875128,Next Car Game Wreckfest,5.5,1,1
53875128,Half-Life 2 Episode Two,5.5,1,1
53875128,Rise of Nations Extended Edition,5.2,1,1
53875128,Spec Ops The Line,4.4,1,1
53875128,Dishonored,4.3,1,1
53875128,Wolfenstein The New Order,4,1,1
53875128,Distance,4,1,1
53875128,Epic Battle Fantasy 4,4,1,1
53875128,Metro Last Light,3.7,1,1
53875128,Miasmata,3.4,1,1
53875128,Dead Space,3.3,1,1
53875128,Hotline Miami,3.2,1,1
53875128,NOT A HERO,3,1,1
53875128,Receiver,2.9,1,1
53875128,Crypt of the NecroDancer,2.8,1,1
53875128,Portal,2.8,1,1
53875128,NaissanceE,2.7,1,1
53875128,SteamWorld Dig,2.6,1,1
53875128,Kairo,2.5,1,1
53875128,SNOW,2.5,1,1
53875128,The Binding of Isaac,2.4,1,1
53875128,LEGO The Lord of the Rings,2.2,1,1
53875128,METAL GEAR RISING REVENGEANCE,2.2,1,1
53875128,Starpoint Gemini 2,2,1,1
53875128,The Vanishing of Ethan Carter,1.9,1,1
53875128,Mass Effect,1.9,1,1
53875128,Arma 2 Operation Arrowhead,1.8,1,1
53875128,METAL GEAR SOLID V GROUND ZEROES,1.8,1,1
53875128,Banished,1.8,1,1
53875128,DiRT Showdown,1.7,1,1
53875128,Left 4 Dead,1.7,1,1
53875128,Sonic Adventure 2 ,1.6,1,1
53875128,Grand Theft Auto IV,1.5,1,1
53875128,Battlestations Midway,1.4,1,1
53875128,HOARD,1.4,1,1
53875128,Sunless Sea,1.3,1,1
53875128,Mark of the Ninja,1.3,1,1
53875128,L.A. Noire,1.3,1,1
53875128,Creeper World 3 Arc Eternal,1.1,1,1
53875128,Turbo Dismount,1.1,1,1
53875128,Grow Home,1.1,1,1
53875128,LUFTRAUSERS,1,1,1
53875128,No Time To Explain Remastered,0.9,1,1
53875128,FEZ,0.9,1,1
53875128,Delver,0.9,1,1
53875128,The Legend of Heroes Trails in the Sky,0.9,1,1
53875128,Evoland,0.9,1,1
53875128,Bleed,0.8,1,1
53875128,Borderlands 2,0.8,1,1
53875128,Race The Sun,0.8,1,1
53875128,Shadowgrounds,0.8,1,1
53875128,They Bleed Pixels,0.8,1,1
53875128,Trine,0.8,1,1
53875128,Symphony,0.7,1,1
53875128,DLC Quest,0.7,1,1
53875128,Far Cry 2,0.7,1,1
53875128,The Stanley Parable,0.6,1,1
53875128,Freedom Planet,0.6,1,1
53875128,KHOLAT,0.6,1,1
53875128,Secrets of Rtikon,0.6,1,1
53875128,Oil Rush,0.6,1,1
53875128,Unepic,0.6,1,1
53875128,FINAL FANTASY VII,0.6,1,1
53875128,The Legend of Korra,0.5,1,1
53875128,404Sight,0.5,1,1
53875128,Dark Souls Prepare to Die Edition,0.5,1,1
53875128,Gravity Ghost,0.5,1,1
53875128,Psychonauts,0.5,1,1
53875128,Spore,0.5,1,1
53875128,Half-Life 2 Lost Coast,0.5,1,1
53875128,Galcon Legends,0.5,1,1
53875128,Air Brawl,0.5,1,1
53875128,Cat Goes Fishing,0.5,1,1
53875128,One Finger Death Punch,0.5,1,1
53875128,Mind Path to Thalamus Enhanced Edition,0.4,1,1
53875128,INK,0.4,1,1
53875128,Intrusion 2,0.4,1,1
53875128,Amnesia The Dark Descent,0.4,1,1
53875128,KAMI,0.4,1,1
53875128,Lone Survivor The Director's Cut,0.4,1,1
53875128,NightSky,0.4,1,1
53875128,Frozen Synapse,0.4,1,1
53875128,Dead Island,0.3,1,1
53875128,Superbrothers Sword & Sworcery EP,0.3,1,1
53875128,GRID 2,0.3,1,1
53875128,Sonic & All-Stars Racing Transformed,0.3,1,1
53875128,Call of Juarez Gunslinger,0.3,1,1
53875128,Crysis 2 Maximum Edition,0.3,1,1
53875128,Strike Vector,0.3,1,1
53875128,Prison Architect,0.3,1,1
53875128,Lego Harry Potter,0.3,1,1
53875128,Outlast,0.3,1,1
53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,0.2,1,1
53875128,Valkyria Chronicles,0.2,1,1
53875128,Proteus,0.2,1,1
53875128,Astebreed,0.2,1,1
53875128,STAR WARS Knights of the Old Republic II The Sith Lords,0.2,1,1
53875128,Phantom Breaker Battle Grounds,0.2,1,1
53875128,Tom Clancy's Splinter Cell Chaos Theory,0.2,1,1
53875128,The Witcher Enhanced Edition,0.2,1,1
53875128,Risk of Rain,0.2,1,1
53875128,Survarium,0.2,1,1
53875128,Afterlife Empire,0.2,1,1
53875128,BattleBlock Theater,0.2,1,1
53875128,Need for Speed Hot Pursuit,0.2,1,1
53875128,BIT.TRIP RUNNER,0.1,1,1
53875128,Coin Crypt,0.1,1,1
53875128,Skullgirls,0.1,1,1
53875128,The Crew,0.1,1,1
53875128,Metro Last Light Redux,0.1,1,1
53875128,Crimzon Clover  WORLD IGNITION,0.1,1,1
53875128,Sonic Generations,0.1,1,1
53875128,Ethan Meteor Hunter,0.1,1,1
53875128,Reus,0.1,1,1
53875128,Kill The Bad Guy,0,1,0
53875128,Freaking Meatbags,0,1,0
53875128,Saints Row 2,0,1,0
53875128,Starseed Pilgrim,0,1,0
53875128,Camera Obscura,0,1,0
53875128,The Floor is Jelly,0,1,0
53875128,Super Meat Boy,0,1,0
53875128,Dustforce,0,1,0
53875128,Goats on a Bridge,0,1,0
53875128,System Shock 2,0,1,0
53875128,PixelJunk Shooter,0,1,0
53875128,And Yet It Moves,0,1,0
53875128,Arma 2 British Armed Forces,0,1,0
53875128,Cogs,0,1,0
53875128,SimCity 4 Deluxe,0,1,0
53875128,Half-Life Deathmatch Source,0,1,0
53875128,Arma 2 DayZ Mod,0,1,0
53875128,Call of Duty Modern Warfare 2,0,1,0
53875128,Rodina,0,1,0
53875128,140,0,1,0
53875128,Age of Empires II HD The Forgotten,0,1,0
53875128,Age of Empires III Complete Collection,0,1,0
53875128,Alan Wake,0,1,0
53875128,Alice Madness Returns,0,1,0
53875128,America's Army 3,0,1,0
53875128,Amnesia A Machine for Pigs,0,1,0
53875128,Anachronox,0,1,0
53875128,Antichamber,0,1,0
53875128,App Game Kit,0,1,0
53875128,Arma 2 Operation Arrowhead Beta (Obsolete),0,1,0
53875128,A Story About My Uncle,0,1,0
53875128,Audiosurf,0,1,0
53875128,Awesomenauts,0,1,0
53875128,Axis Game Factory's AGFPRO - Drone Kombat FPS Multi-Player DLC,0,1,0
53875128,Axis Game Factory's AGFPRO - Zombie Survival Pack DLC,0,1,0
53875128,Axis Game Factory's AGFPRO 3.0,0,1,0
53875128,Ballpoint Universe Infinite,0,1,0
53875128,Beatbuddy Tale of the Guardians,0,1,0
53875128,Beat Hazard,0,1,0
53875128,BEEP,0,1,0
53875128,BioShock 2,0,1,0
53875128,BioShock Infinite,0,1,0
53875128,BlazBlue Calamity Trigger,0,1,0
53875128,Blockland,0,1,0
53875128,Borderlands,0,1,0
53875128,Borderlands DLC Mad Moxxi's Underdome Riot,0,1,0
53875128,Borderlands DLC The Secret Armory of General Knoxx,0,1,0
53875128,Borderlands DLC The Zombie Island of Dr. Ned,0,1,0
53875128,Braid,0,1,0
53875128,Breath of Death VII ,0,1,0
53875128,Brothers - A Tale of Two Sons,0,1,0
53875128,Bulletstorm,0,1,0
53875128,Capsized,0,1,0
53875128,Castle Crashers,0,1,0
53875128,Cinders,0,1,0
53875128,Cities Skylines,0,1,0
53875128,Cloudbuilt,0,1,0
53875128,Command and Conquer 3 Kane's Wrath,0,1,0
53875128,Command and Conquer 3 Tiberium Wars,0,1,0
53875128,Company of Heroes,0,1,0
53875128,Company of Heroes (New Steam Version),0,1,0
53875128,Company of Heroes Opposing Fronts,0,1,0
53875128,Company of Heroes Tales of Valor,0,1,0
53875128,Contagion,0,1,0
53875128,"Cook, Serve, Delicious!",0,1,0
53875128,Cry of Fear,0,1,0
53875128,Cthulhu Saves the World ,0,1,0
53875128,Darksiders,0,1,0
53875128,DARK SOULS II Scholar of the First Sin,0,1,0
53875128,Dead Island Epidemic,0,1,0
53875128,Dead Island Riptide,0,1,0
53875128,Deadlight,0,1,0
53875128,Dead Space 2,0,1,0
53875128,Dear Esther,0,1,0
53875128,Democracy 3,0,1,0
53875128,Deus Ex Game of the Year Edition,0,1,0
53875128,Deus Ex The Fall,0,1,0
53875128,Devil May Cry 4,0,1,0
53875128,DiRT 3 Complete Edition,0,1,0
53875128,DmC Devil May Cry,0,1,0
53875128,Door Kickers,0,1,0
53875128,Dragon Age Origins - Ultimate Edition,0,1,0
53875128,E.Y.E Divine Cybermancy,0,1,0
53875128,Endless Space,0,1,0
53875128,English Country Tune,0,1,0
53875128,F.E.A.R. 3,0,1,0
53875128,F.E.A.R. Perseus Mandate,0,1,0
53875128,Fallen Enchantress Legendary Heroes,0,1,0
53875128,Fallout 3,0,1,0
53875128,Fallout New Vegas Courier's Stash,0,1,0
53875128,Fallout New Vegas Honest Hearts,0,1,0
53875128,Far Cry,0,1,0
53875128,Far Cry 2 Fortunes Pack,0,1,0
53875128,FarSky,0,1,0
53875128,Fieldrunners 2,0,1,0
53875128,FINAL FANTASY III,0,1,0
53875128,FINAL FANTASY VIII,0,1,0
53875128,Finding Teddy,0,1,0
53875128,FRACT OSC,0,1,0
53875128,Game Character Hub,0,1,0
53875128,GameGuru,0,1,0
53875128,GameGuru - Buildings Pack,0,1,0
53875128,Geometry Dash,0,1,0
53875128,Giana Sisters Twisted Dreams,0,1,0
53875128,Giana Sisters Twisted Dreams - Rise of the Owlverlord,0,1,0
53875128,Gigantic Army,0,1,0
53875128,Gods Will Be Watching,0,1,0
53875128,Gone Home,0,1,0
53875128,Gotham City Impostors Free To Play,0,1,0
53875128,Gothic 3,0,1,0
53875128,Gothic II Gold Edition,0,1,0
53875128,GRID,0,1,0
53875128,GRID 2 GTR Racing Pack,0,1,0
53875128,Guacamelee! Gold Edition,0,1,0
53875128,Guardians of Middle-earth,0,1,0
53875128,Half-Life,0,1,0
53875128,Half-Life 2 Update,0,1,0
53875128,Half-Life Source,0,1,0
53875128,Hammerwatch,0,1,0
53875128,Hero Siege,0,1,0
53875128,Hitman 2 Silent Assassin,0,1,0
53875128,Hitman Blood Money,0,1,0
53875128,Hitman Codename 47,0,1,0
53875128,Hitman Contracts,0,1,0
53875128,Hitman Sniper Challenge,0,1,0
53875128,How to Survive,0,1,0
53875128,I am Bread,0,1,0
53875128,Injustice Gods Among Us Ultimate Edition,0,1,0
53875128,INK - Soundtrack + Art,0,1,0
53875128,Ittle Dew,0,1,0
53875128,Jack Lumber,0,1,0
53875128,Kane & Lynch 2 Dog Days,0,1,0
53875128,Kerbal Space Program,0,1,0
53875128,Killer is Dead,0,1,0
53875128,Killing Floor,0,1,0
53875128,Killing Floor Mod Defence Alliance 2,0,1,0
53875128,Kingdoms of Amalur Reckoning,0,1,0
53875128,Labyrinthine Dreams,0,1,0
53875128,Lara Croft and the Guardian of Light,0,1,0
53875128,Last Word,0,1,0
53875128,Legends of Persia,0,1,0
53875128,LEGO Batman The Videogame,0,1,0
53875128,LEGO Harry Potter Years 5-7,0,1,0
53875128,LEGO MARVEL Super Heroes,0,1,0
53875128,LISA,0,1,0
53875128,Little Inferno,0,1,0
53875128,Magicka,0,1,0
53875128,Mass Effect 2,0,1,0
53875128,Max Payne 3,0,1,0
53875128,Mechanic Escape,0,1,0
53875128,Medal of Honor(TM) Multiplayer,0,1,0
53875128,Medal of Honor(TM) Single Player,0,1,0
53875128,Mercenary Kings,0,1,0
53875128,METAL SLUG 3,0,1,0
53875128,Metro 2033 Redux,0,1,0
53875128,Mini Ninjas,0,1,0
53875128,Mitsurugi Kamui Hikae,0,1,0
53875128,Mortal Kombat Kollection,0,1,0
53875128,MURDERED SOUL SUSPECT,0,1,0
53875128,Need for Speed Undercover,0,1,0
53875128,Never Alone (Kisima Ingitchuna),0,1,0
53875128,Never Alone Original Soundtrack,0,1,0
53875128,Nosgoth,0,1,0
53875128,Ori and the Blind Forest (Original Soundtrack),0,1,0
53875128,Outland,0,1,0
53875128,"Papers, Please",0,1,0
53875128,PAYDAY 2,0,1,0
53875128,PAYDAY The Heist,0,1,0
53875128,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,0,1,0
53875128,Pixel Heroes Byte & Magic,0,1,0
53875128,Pixel Piracy,0,1,0
53875128,Polarity,0,1,0
53875128,Project Temporality,0,1,0
53875128,Psychonauts Demo,0,1,0
53875128,RAGE,0,1,0
53875128,Rebuild Gangs of Deadsville - Deluxe DLC,0,1,0
53875128,Red Faction Armageddon,0,1,0
53875128,Red Faction Guerrilla Steam Edition,0,1,0
53875128,Remember Me,0,1,0
53875128,Remnants Of Isolation,0,1,0
53875128,resident evil 4 / biohazard 4,0,1,0
53875128,Resident Evil 5 / Biohazard 5,0,1,0
53875128,Rochard,0,1,0
53875128,RollerCoaster Tycoon 3 Platinum!,0,1,0
53875128,RPG Maker Luna Engine,0,1,0
53875128,RPG Maker VX Ace,0,1,0
53875128,Screencheat,0,1,0
53875128,Scribblenauts Unlimited,0,1,0
53875128,Serious Sam 3 BFE,0,1,0
53875128,Shadowgrounds Survivor,0,1,0
53875128,Shadowrun Dragonfall - Director's Cut,0,1,0
53875128,Shadow Warrior,0,1,0
53875128,Shank,0,1,0
53875128,Shantae Risky's Revenge - Director's Cut,0,1,0
53875128,Sins of a Solar Empire Rebellion,0,1,0
53875128,Sins of a Solar Empire Rebellion Soundtrack,0,1,0
53875128,Sonic Adventure 2 Battle Mode DLC,0,1,0
53875128,Sonic CD,0,1,0
53875128,Space Engineers,0,1,0
53875128,Spiral Knights,0,1,0
53875128,Spriter Pro,0,1,0
53875128,Star Wars - Battlefront II,0,1,0
53875128,Star Wars - Jedi Knight Mysteries of the Sith,0,1,0
53875128,Star Wars - Jedi Knight II Jedi Outcast,0,1,0
53875128,Star Wars Dark Forces,0,1,0
53875128,Star Wars Empire at War Gold,0,1,0
53875128,Star Wars Knights of the Old Republic,0,1,0
53875128,Star Wars The Force Unleashed II,0,1,0
53875128,Star Wars The Force Unleashed Ultimate Sith Edition,0,1,0
53875128,Star Wars Republic Commando,0,1,0
53875128,Star Wars Starfighter,0,1,0
53875128,State of Decay,0,1,0
53875128,Survivalist,0,1,0
53875128,Syberia,0,1,0
53875128,Syberia 2,0,1,0
53875128,Terraria,0,1,0
53875128,The Banner Saga,0,1,0
53875128,The Banner Saga - Mod Content,0,1,0
53875128,The Binding of Isaac Rebirth,0,1,0
53875128,The Bridge,0,1,0
53875128,The Cat Lady,0,1,0
53875128,The Last Remnant,0,1,0
53875128,The Long Dark,0,1,0
53875128,The Talos Principle Road To Gehenna,0,1,0
53875128,The Vanishing of Ethan Carter Redux,0,1,0
53875128,The Witcher 2 Assassins of Kings Enhanced Edition,0,1,0
53875128,The Witcher 3 Wild Hunt,0,1,0
53875128,The Wolf Among Us,0,1,0
53875128,Thief,0,1,0
53875128,Thief Gold,0,1,0
53875128,Thomas Was Alone,0,1,0
53875128,Titan Quest,0,1,0
53875128,Titan Quest Immortal Throne,0,1,0
53875128,Tomb Raider,0,1,0
53875128,Torchlight,0,1,0
53875128,Toribash,0,1,0
53875128,Total War SHOGUN 2,0,1,0
53875128,Transistor,0,1,0
53875128,Transistor Soundtrack,0,1,0
53875128,TRI Of Friendship and Madness,0,1,0
53875128,TypeRider,0,1,0
53875128,Undertale,0,1,0
53875128,Unholy Heights,0,1,0
53875128,Unturned,0,1,0
53875128,Valkyria Chronicles Challenge of the Edy Detachment,0,1,0
53875128,Valkyria Chronicles Edy's Mission Enter the Edy Detachment,0,1,0
53875128,Valkyria Chronicles Hard EX Mode,0,1,0
53875128,Valkyria Chronicles Selveria's Mission Behind Her Blue Flame,0,1,0
53875128,Vessel,0,1,0
53875128,Viscera Cleanup Detail Shadow Warrior,0,1,0
53875128,VVVVVV,0,1,0
53875128,Whisper of a Rose,0,1,0
53875128,Wrack,0,1,0
53875128,Ys Origin,0,1,0
53875128,Zen Bound 2,0,1,0
140954425,Team Fortress 2,13,1,1
26122540,Call of Duty Modern Warfare 2 - Multiplayer,92,1,1
26122540,Call of Duty Modern Warfare 2,47,1,1
26122540,Counter-Strike Source,10.3,1,1
26122540,Dungeon Defenders,6.8,1,1
26122540,Call of Duty Black Ops,3.1,1,1
26122540,Day of Defeat Source,1.1,1,1
26122540,ArcheAge,0,1,0
26122540,Half-Life 2 Deathmatch,0,1,0
176410694,Dota 2,9.1,1,1
197278511,Dota 2,0.5,1,1
150128162,Team Fortress 2,42,1,1
197455089,Dota 2,3.4,1,1
63024728,Empire Total War,42,1,1
297811211,Team Fortress 2,10.1,1,1
297811211,Unturned,5.6,1,1
218323237,Dota 2,14.8,1,1
218323237,Tomb Raider,8.8,1,1
218323237,TERA,0.9,1,1
302186258,Dota 2,4.2,1,1
126340495,Dota 2,1784,1,1
126340495,Counter-Strike Global Offensive,626,1,1
126340495,Counter-Strike Source,176,1,1
126340495,Rust,69,1,1
126340495,Saints Row IV,48,1,1
126340495,Team Fortress 2,16.1,1,1
126340495,Dead Island Riptide,13.6,1,1
126340495,Flatout 3,11.7,1,1
126340495,Garry's Mod,10.2,1,1
126340495,Counter-Strike Nexon Zombies,5.8,1,1
126340495,Robocraft,2.3,1,1
126340495,Everlasting Summer,0.6,1,1
126340495,War Thunder,0.4,1,1
126340495,DCS World,0.3,1,1
126340495,Fishing Planet,0,1,0
126340495,Cannons Lasers Rockets,0,1,0
126340495,Dragon Nest Europe,0,1,0
126340495,Loadout,0,1,0
126340495,Neverwinter,0,1,0
126340495,Nosgoth,0,1,0
126340495,RIFT,0,1,0
126340495,Unturned,0,1,0
126340495,Warframe,0,1,0
126340495,Zombies Monsters Robots,0,1,0
256193015,Toribash,0,1,0
194895541,Dota 2,1.1,1,1
194895541,Tactical Intervention,0.4,1,1
30007387,Half-Life 2 Deathmatch,0,1,0
30007387,Half-Life 2 Lost Coast,0,1,0
159538705,Left 4 Dead 2,0,1,0
167362888,Dota 2,135,1,1
208649703,Counter-Strike Nexon Zombies,0,1,0
208649703,Clicker Heroes,0,1,0
208649703,Unturned,0,1,0
299889828,Crusaders of the Lost Idols,0,1,0
225987202,Dota 2,3.8,1,1
195071563,Dota 2,6.2,1,1
308653033,theHunter,0,1,0
144138643,Dota 2,5.2,1,1
197902002,Unturned,0,1,0
97298878,Medal of Honor(TM) Multiplayer,44,1,1
97298878,Max Payne 2 The Fall of Max Payne,32,1,1
97298878,Middle-earth Shadow of Mordor,26,1,1
97298878,Nosgoth,15.8,1,1
97298878,Race The Sun,10.5,1,1
97298878,Space Pirates and Zombies,9.5,1,1
97298878,Revenge of the Titans,9.2,1,1
97298878,Team Fortress 2,9,1,1
97298878,Europa Universalis III,8.3,1,1
97298878,Super Puzzle Platformer Deluxe,5.9,1,1
97298878,Super Meat Boy,4.7,1,1
97298878,LIMBO,1.3,1,1
97298878,Mark of the Ninja,0.9,1,1
97298878,Burnout Paradise The Ultimate Box,0.6,1,1
97298878,Mirror's Edge,0.5,1,1
97298878,Painkiller Overdose,0.4,1,1
97298878,Cogs,0.2,1,1
97298878,Crayon Physics Deluxe,0.2,1,1
97298878,Osmos,0.1,1,1
97298878,99 Levels To Hell,0,1,0
97298878,Adventures of Shuggy,0,1,0
97298878,And Yet It Moves,0,1,0
97298878,Arma Cold War Assault,0,1,0
97298878,Bastion,0,1,0
97298878,Batman Arkham Origins - New Millennium Skins Pack,0,1,0
97298878,Batman Arkham Origins,0,1,0
97298878,BIT.TRIP RUNNER,0,1,0
97298878,Braid,0,1,0
97298878,Command and Conquer Red Alert 3 - Uprising,0,1,0
97298878,Cortex Command,0,1,0
97298878,Deadbreed,0,1,0
97298878,Dead Space,0,1,0
97298878,Dino D-Day,0,1,0
97298878,Eets Munchies,0,1,0
97298878,Enclave,0,1,0
97298878,FEZ,0,1,0
97298878,GTR Evolution,0,1,0
97298878,Hammerfight,0,1,0
97298878,Indie Game The Movie,0,1,0
97298878,Little Inferno,0,1,0
97298878,Lone Survivor The Director's Cut,0,1,0
97298878,Machinarium,0,1,0
97298878,Medal of Honor(TM) Single Player,0,1,0
97298878,Metro 2033,0,1,0
97298878,RACE 07,0,1,0
97298878,RaceRoom Racing Experience ,0,1,0
97298878,Sid Meier's Civilization III Complete,0,1,0
97298878,Thief Gold,0,1,0
97298878,Tiny and Big Grandpa's Leftovers,0,1,0
97298878,VVVVVV,0,1,0
97298878,Woodle Tree Adventures,0,1,0
97298878,X-Tension,0,1,0
97298878,X2 The Threat,0,1,0
97298878,X3 Albion Prelude,0,1,0
97298878,X3 Reunion,0,1,0
97298878,X3 Terran Conflict,0,1,0
97298878,X Beyond the Frontier,0,1,0
173909336,America's Army Proving Grounds,1118,1,1
173909336,APB Reloaded,5.9,1,1
173909336,America's Army 3,0,1,0
173909336,War Inc. Battlezone,0,1,0
198572546,Dota 2,12.7,1,1
219509107,Dota 2,2.1,1,1
202906503,Dota 2,10.4,1,1
92107940,The Elder Scrolls V Skyrim,110,1,1
92107940,7 Days to Die,99,1,1
92107940,Garry's Mod,40,1,1
92107940,Far Cry 3 Blood Dragon,30,1,1
92107940,ORION Prelude,10,1,1
92107940,Hotline Miami,8.4,1,1
92107940,Goat Simulator,1.9,1,1
92107940,Hotline Miami 2 Wrong Number,0.8,1,1
92107940,Amnesia A Machine for Pigs,0.5,1,1
92107940,BioShock Infinite,0,1,0
92107940,The Elder Scrolls V Skyrim - Dragonborn,0,1,0
251431515,Dota 2,0.9,1,1
233558010,Batman Arkham City GOTY,79,1,1
233558010,Deadpool,34,1,1
99189757,Team Fortress 2,1085,1,1
99189757,Loadout,0,1,0
30695285,Counter-Strike Condition Zero,36,1,1
30695285,Counter-Strike Condition Zero Deleted Scenes,0,1,0
30695285,Day of Defeat,0,1,0
30695285,Deathmatch Classic,0,1,0
30695285,Ricochet,0,1,0
259648553,Mad Max,16.9,1,1
48845802,Counter-Strike,211,1,1
48845802,Mount & Blade Warband,78,1,1
48845802,Counter-Strike Condition Zero,60,1,1
48845802,Call of Duty Black Ops,11.3,1,1
48845802,Call of Duty Black Ops - Multiplayer,10,1,1
48845802,Tom Clancy's Ghost Recon Phantoms - EU,7.8,1,1
48845802,Left 4 Dead,1.1,1,1
48845802,SMITE,0.9,1,1
